"speaker","words","episode","num"
"CARTMAN","AGH!","cartman-gets-an-anal-probe",1
"STAN","What's an anal probe?","cartman-gets-an-anal-probe",1
"CHEF","That's when they put this big metal hoop-a-joo up your butt.","cartman-gets-an-anal-probe",1
"KYLE","Woa! They gave you an anal probe, Cartman?","cartman-gets-an-anal-probe",1
"CARTMAN","(Defensive) No! I mean... Uh... Why would they do that?","cartman-gets-an-anal-probe",1
"STAN","Dude, they DID huh? Aliens stuck stuff up your ass!","cartman-gets-an-anal-probe",1
"CARTMAN","NO!","cartman-gets-an-anal-probe",1
"IKE","Ana Pobe!","cartman-gets-an-anal-probe",1
"CARTMAN","SHUT UP, DILDO!","cartman-gets-an-anal-probe",1
"CHEF","Well, I gotta get to the cafeteria. You children watch that fat boy now, he could be under alien control.","cartman-gets-an-anal-probe",1
"KYLE","We told you they were real Cartman. Sorry to hear about your ass.","cartman-gets-an-anal-probe",1
"CARTMAN","(Extremely angry) God Dammit, they didn't do anything to my ass! It was just a dream!","cartman-gets-an-anal-probe",1
"KYLE","Why are you walking so funny, Cartman?","cartman-gets-an-anal-probe",1
"CARTMAN","Shut up!","cartman-gets-an-anal-probe",1
"IKE","I'll bla bblaa blaa","cartman-gets-an-anal-probe",1
"KYLE","No, Ike! Go home!","cartman-gets-an-anal-probe",1
"IKE","Bla Wa Wah","cartman-gets-an-anal-probe",1
"KYLE","This is it!! This one's for the game.","cartman-gets-an-anal-probe",1
"IKE","Bllaa aaahh haah","cartman-gets-an-anal-probe",1
"KYLE","Kick the baby.","cartman-gets-an-anal-probe",1
"STAN","Good morning, Ms. Crabtree.","cartman-gets-an-anal-probe",1
"MS. CRABTREE","Sit down! We're running late!","cartman-gets-an-anal-probe",1
"KYLE","Dammit, he's still there!","cartman-gets-an-anal-probe",1
"STAN","Oh, don't worry about him.","cartman-gets-an-anal-probe",1
"KYLE","No, dude, if something happens to him my parents are gonna blame me!","cartman-gets-an-anal-probe",1
"MS. CRABTREE","SIT DOWN BACK THERE!! AAHHHH!!!","cartman-gets-an-anal-probe",1
"STAN","Yeah, whatever you fat bitch.","cartman-gets-an-anal-probe",1
"MS. CRABTREE","WHAT DID YOU SAY?!","cartman-gets-an-anal-probe",1
"STAN","I said I have a bad itch.","cartman-gets-an-anal-probe",1
"MS. CRABTREE","Oh.","cartman-gets-an-anal-probe",1
"KYLE","OH MY GOD!!!!","cartman-gets-an-anal-probe",1
"KYLE AND STAN","VISITORS!","cartman-gets-an-anal-probe",1
"KENNY","Mph mprmhpm bmarmphs!","cartman-gets-an-anal-probe",1
"KYLE","Ike!!!","cartman-gets-an-anal-probe",1
"INT. BUS"," INT. BUS","cartman-gets-an-anal-probe",1
"KYLE","STOP THE BUS!","cartman-gets-an-anal-probe",1
"KYLE","Ms. Crabtree, you have to stop this bus!","cartman-gets-an-anal-probe",1
"MS. CRABTREE","Do you want an office referral?!","cartman-gets-an-anal-probe",1
"KYLE","(SCARED) No.","cartman-gets-an-anal-probe",1
"MS.CRABTREE","Then sit down!","cartman-gets-an-anal-probe",1
"KYLE","But I....","cartman-gets-an-anal-probe",1
"MS. CRABTREE","AAHH!!!","cartman-gets-an-anal-probe",1
"KYLE","AAHHH!!!!!","cartman-gets-an-anal-probe",1
"STAN","Cartman, are those the same Visitors you saw?!","cartman-gets-an-anal-probe",1
"CARTMAN","Shut up, you guys, it's not working.","cartman-gets-an-anal-probe",1
"KYLE","We have to do something!","cartman-gets-an-anal-probe",1
"STAN","Well, we can't do anything for now. That fat bitch won't let us.","cartman-gets-an-anal-probe",1
"MS. CRABTREE","WHAT DID YOU SAY?!","cartman-gets-an-anal-probe",1
"STAN","I-I said that rabbits eat lettuce.","cartman-gets-an-anal-probe",1
"MS. CRABTREE","Oh... (Pause) Well, yes, they certainly do.","cartman-gets-an-anal-probe",1
"KYLE","What am I going to do? My little brotherü¾Œ£¤¼s been abducted by aliens.","cartman-gets-an-anal-probe",1
"KYLE","You farted!","cartman-gets-an-anal-probe",1
"CARTMAN","Somebody's baking brownies.","cartman-gets-an-anal-probe",1
"CATTLE RANCHER","That's the third cow this month, at this rate all my cattle are gonna die before the Winter's through.","cartman-gets-an-anal-probe",1
"OFFICER BARBRADY","This is nothing out of the unusual. Cows turn themselves inside out all the time.","cartman-gets-an-anal-probe",1
"CATTLE RANCHER","People been sayin' they've been seeing UFO's around.","cartman-gets-an-anal-probe",1
"OFFICER BARBRADY","UFO's?? Ha Ha.","cartman-gets-an-anal-probe",1
"CATTLE RANCHER","Yea, and black army CIA helicopters and trucks.","cartman-gets-an-anal-probe",1
"OFFICER BARBRADY","That is the silliest thing I've ever heard.","cartman-gets-an-anal-probe",1
"CATTLE RANCHER","What was that?","cartman-gets-an-anal-probe",1
"OFFICER BARBRADY","That, that was a pigeon.","cartman-gets-an-anal-probe",1
"CATTLE RANCHER","What am I supposed to do Barbrady? Just stand here and watch my cattle get mutilated one by one?","cartman-gets-an-anal-probe",1
"CATTLE RANCHER","Hey, my cattle!! You see there is something funny going on.","cartman-gets-an-anal-probe",1
"OFFICER BARBRADY","There's nothing funny going on. I'll get those cows back.","cartman-gets-an-anal-probe",1
"MR. GARRISON","And now children, our friend Mr. Hat is going to tell us about Christopher Columbus.","cartman-gets-an-anal-probe",1
"MR. HAT","That's right Mr. Garrison. Christopher Columbus discovered America, and was the Indians best friend. He helped the Indians win their war against Frederick Douglas, and, and freed the Hebrews from Napoleon, and discovered France.","cartman-gets-an-anal-probe",1
"KYLE","(TO STAN) Oh man, I can't just sit here! I have to help my stupid brother or I'll come home without him and my dad will start yelling - ""Where's your brother, Kyle!"" ""You weren't looking out for your little brother Kyle!""","cartman-gets-an-anal-probe",1
"STAN","Okay, okay, let's ditch school and go find him-","cartman-gets-an-anal-probe",1
"KYLE","""You know he can't think on his own, Kyle. Brush and Floss, Kyle!"" ""Where has that finger been, Kyle?!""","cartman-gets-an-anal-probe",1
"STAN","DUDE!","cartman-gets-an-anal-probe",1
"MR. GARRISON","Is there a problem, boys?","cartman-gets-an-anal-probe",1
"KYLE","Yes, Mr. Garrison, I have to go now.","cartman-gets-an-anal-probe",1
"MR. GARRISON","Oh really, Kyle? What is it this time?  Another prostate tumor?","cartman-gets-an-anal-probe",1
"KYLE","No, my little brother has been abducted by aliens.","cartman-gets-an-anal-probe",1
"KYLE","It's true! Ask Cartman, they gave him an anal probe!","cartman-gets-an-anal-probe",1
"CARTMAN","Uhh.. Huh, huh... That's a little joke.","cartman-gets-an-anal-probe",1
"KYLE","Mr. Garrison, seriously, I HAVE to go!  Can I PLEASE be excused from class?","cartman-gets-an-anal-probe",1
"MR. GARRISON","I don't know, Kyle. Did you ask Mr. Hat?","cartman-gets-an-anal-probe",1
"KYLE","I don't want to ask Mr. Hat, I'm asking YOU!","cartman-gets-an-anal-probe",1
"MR. GARRISON","Oh, I think you should ask Mr. Hat.","cartman-gets-an-anal-probe",1
"KYLE","(SIGHING) Mr. Hat, may I please be excused from class?...","cartman-gets-an-anal-probe",1
"MR.HAT","Well Kyle, NO! You hear me? You go to hell, you go to hell and you die!","cartman-gets-an-anal-probe",1
"MR. GARRISON","Hmm, guess you'll have to take your seat, Kyle.","cartman-gets-an-anal-probe",1
"KYLE","Dammit!","cartman-gets-an-anal-probe",1
"CARTMAN","Ha, ha! Mr. Hat yelled at you!","cartman-gets-an-anal-probe",1
"CARTMAN","AAAGHH!! Ow, my ass!","cartman-gets-an-anal-probe",1
"STAN","Damn Cartman!","cartman-gets-an-anal-probe",1
"CARTMAN","OW! OWWW MY ASS!!","cartman-gets-an-anal-probe",1
"KYLE","Dude, he's farting fire!","cartman-gets-an-anal-probe",1
"STAN","(pointing to Cartman) It's the alien anal probe! It's shooting fire from Cartman's rectum!!","cartman-gets-an-anal-probe",1
"CARTMAN","No, that was just a dream!","cartman-gets-an-anal-probe",1
"MR. GARRISON","Eric, do you need to sit in the corner until your flaming gas is under control?","cartman-gets-an-anal-probe",1
"CARTMAN","No, Mr. Garrison. I'm fine.","cartman-gets-an-anal-probe",1
"PIP","OWWWW!!!!!","cartman-gets-an-anal-probe",1
"ACT II"," ACT II","cartman-gets-an-anal-probe",1
"TRAIN ENGINEER","Hey, you cows can't get on this train, this is a people train. You cows have no business on a people train, alright, 'cause you're cows.","cartman-gets-an-anal-probe",1
"TRAIN ENGINEER","No, no no, don't try any of that cow hypnosis on me alright, 'cause it's not going to work!!!","cartman-gets-an-anal-probe",1
"OFFICER BARBRADY","Hold it right there cows.","cartman-gets-an-anal-probe",1
"OFFICER BARBRADY","Come back here!","cartman-gets-an-anal-probe",1
"CARTMAN","OOOOWWWW!!! Ooh, I sure am hungry.","cartman-gets-an-anal-probe",1
"STAN","How can you eat when you're farting fire?","cartman-gets-an-anal-probe",1
"CARTMAN","Shut up, dude. You're being totally immature.","cartman-gets-an-anal-probe",1
"KYLE","Hey look! There's Wendy Testaburger!","cartman-gets-an-anal-probe",1
"STAN","Where?","cartman-gets-an-anal-probe",1
"CARTMAN","(Singing) Stan wan-ts to ki-ss Wen-dy Testaburger","cartman-gets-an-anal-probe",1
"STAN","Shut up Fat Ass! I don't even like her!","cartman-gets-an-anal-probe",1
"CARTMAN","I'm not fat - And you obviously like her, because you throw up every time she talks to you!","cartman-gets-an-anal-probe",1
"STAN","I do not!","cartman-gets-an-anal-probe",1
"WENDY","Hi guys.","cartman-gets-an-anal-probe",1
"KYLE AND CARTMAN","Hi Wendy.","cartman-gets-an-anal-probe",1
"WENDY","Here Stan, this is for you.","cartman-gets-an-anal-probe",1
"WENDY","Ew!","cartman-gets-an-anal-probe",1
"KYLE AND CARTMAN","Bye Wendy.","cartman-gets-an-anal-probe",1
"KYLE","Dude, what does the note say?!","cartman-gets-an-anal-probe",1
"STAN","Holy crap!  It says she wants to meet ME at Starks Pond after school.","cartman-gets-an-anal-probe",1
"KYLE","Whoa, maybe you can kiss her.","cartman-gets-an-anal-probe",1
"CARTMAN","Or slip her the tongue.","cartman-gets-an-anal-probe",1
"KENNY","Mmmph mrrr mff Mrmmph","cartman-gets-an-anal-probe",1
"STAN","What? How do you know she has a cat?","cartman-gets-an-anal-probe",1
"CARTMAN","I get it.","cartman-gets-an-anal-probe",1
"KYLE","C'mon you guys, we need to figure out how to get out of school so we can get my little brother back!","cartman-gets-an-anal-probe",1
"CHEF","Hello there children.","cartman-gets-an-anal-probe",1
"KIDS","Hey, Chef.","cartman-gets-an-anal-probe",1
"CHEF","How are you doing?","cartman-gets-an-anal-probe",1
"KYLE","Bad.","cartman-gets-an-anal-probe",1
"CHEF","Why bad?","cartman-gets-an-anal-probe",1
"KYLE","Chef, have you ever had something happen to you... But nobody believed you?","cartman-gets-an-anal-probe",1
"CHEF","Aw, children, children, that's a problem we've ALL had to face at some time or another. Here, let me sing you a little song... It might clear things up.","cartman-gets-an-anal-probe",1
"CHEF","(SINGING) I'm gonna make love to you woman, gonna lay you down by the fire - And caress your womanly body, make you moan and perspire,","cartman-gets-an-anal-probe",1
"STAN","Ah Chef, Chef.","cartman-gets-an-anal-probe",1
"CHEF","Gonna get those juices flowin'","cartman-gets-an-anal-probe",1
"STAN","Chef.","cartman-gets-an-anal-probe",1
"CHEF","We're making love gravy, love gravy,","cartman-gets-an-anal-probe",1
"STAN","Chef!!!!!","cartman-gets-an-anal-probe",1
"CHEF","Love, love, love.... GRAVY!!!-","cartman-gets-an-anal-probe",1
"STAN","-CHEF!!","cartman-gets-an-anal-probe",1
"CHEF","Huh, do you feel better?","cartman-gets-an-anal-probe",1
"KYLE","No!","cartman-gets-an-anal-probe",1
"CHEF","Oh, come on children, what can be so bad? It's Salisbury steak day!","cartman-gets-an-anal-probe",1
"STAN","Visitors took Kyle's baby brother.","cartman-gets-an-anal-probe",1
"CHEF","WHAT?!","cartman-gets-an-anal-probe",1
"CHEF","(Whispering) Well what the hell are you doing in school, eating Salisbury steak?! Go find him, dammit!","cartman-gets-an-anal-probe",1
"STAN","Mr. Garrison won't let us out of school. He thinks we're making it up.","cartman-gets-an-anal-probe",1
"CARTMAN","You ARE making it up!","cartman-gets-an-anal-probe",1
"STAN","Woa!","cartman-gets-an-anal-probe",1
"CARTMAN","What?","cartman-gets-an-anal-probe",1
"KYLE","That was cool!","cartman-gets-an-anal-probe",1
"CHEF","It's some kind of sembiodic metamorphosis device. This could mean the visitors want to communicate with us!","cartman-gets-an-anal-probe",1
"CARTMAN","Oh, I see, now YOU'RE going to join in on the little joke, huh?","cartman-gets-an-anal-probe",1
"CHEF","It's no joke children, this is big!","cartman-gets-an-anal-probe",1
"KYLE","(pleading) Please Chef, if I don't get out of school and get my little brother back from the aliens, my parents are gonna disown me.","cartman-gets-an-anal-probe",1
"CHEF","Ah, hold on now... You got to help the children!","cartman-gets-an-anal-probe",1
"CARTMAN","You guys sure are going a long way to try to scare me. I WANT MY SALISBURY STEAK!!!","cartman-gets-an-anal-probe",1
"CHEF","Fire Drill!!! Fire Drill, everybody out. Okay children, this is your chance.","cartman-gets-an-anal-probe",1
"STAN","Killer, thanks Chef.","cartman-gets-an-anal-probe",1
"CHEF","Man oh man, first contact with the alien visitors. I've got to get myself ready...","cartman-gets-an-anal-probe",1
"KIDS","We got out of school... No more school today... We got out of school.","cartman-gets-an-anal-probe",1
"CARTMAN","OHHHH - YOU GUYS, MY ASS!! SERIOUSLY.","cartman-gets-an-anal-probe",1
"STAN","Okay, Cartman, you can stop farting fire now.","cartman-gets-an-anal-probe",1
"CARTMAN","I would if I could you son of a bitch!","cartman-gets-an-anal-probe",1
"KYLE","Okay, so how do we get my little brother back?","cartman-gets-an-anal-probe",1
"CARTMAN","Would you stop going on about your little brother?! I KNOW it was just a dream! I KNOW I didn't have an anal probe! And I KNOW that I'm not under alien control!!!","cartman-gets-an-anal-probe",1
"CARTMAN","(Singing) I love to sing-a! About the moon-a and the Juna and the spring-a! I love to sing-a!","cartman-gets-an-anal-probe",1
"CARTMAN","About a sky of blue or a tea for two.","cartman-gets-an-anal-probe",1
"STAN","What the hell was that?!","cartman-gets-an-anal-probe",1
"KYLE","He is under alien control. That thing in his butt is linked up to the visitors.","cartman-gets-an-anal-probe",1
"CARTMAN","Oh, son of a bitch.","cartman-gets-an-anal-probe",1
"ACT III FADE OUT"," ACT III FADE OUT","cartman-gets-an-anal-probe",1
"FADE IN"," FADE IN","cartman-gets-an-anal-probe",1
"CARTMAN","You guys shut up, I'm not under alien control.","cartman-gets-an-anal-probe",1
"KYLE","HEY!! IF YOU VISITORS CAN HEAR ME -- BRING ME BACK MY LITTLE BROTHER GOD DAMMIT!","cartman-gets-an-anal-probe",1
"CARTMAN","Ow! That hurts, you butt licker!","cartman-gets-an-anal-probe",1
"STAN","KYLE, LOOK! It's them!","cartman-gets-an-anal-probe",1
"KYLE","GIVE ME BACK MY BROTHER!","cartman-gets-an-anal-probe",1
"STAN","Oh my God!! They killed Kenny!","cartman-gets-an-anal-probe",1
"KYLE","YOU BASTARDS!! COME BACK HERE!! COME BAAAAACK!","cartman-gets-an-anal-probe",1
"KYLE","DAMMIT! We were so close!","cartman-gets-an-anal-probe",1
"STAN","Hey, look - I think Kenny's okay!","cartman-gets-an-anal-probe",1
"KENNY","Mff mrrr mph VWOOM!!","cartman-gets-an-anal-probe",1
"STAN","Wow, poor Kenny.","cartman-gets-an-anal-probe",1
"KYLE","Now do you believe us Cartman?","cartman-gets-an-anal-probe",1
"CARTMAN","No!","cartman-gets-an-anal-probe",1
"STAN","Cartman, they KILLED Kenny!","cartman-gets-an-anal-probe",1
"CARTMAN","He's not dead.","cartman-gets-an-anal-probe",1
"STAN","Dude, Kenny is dead! See?!","cartman-gets-an-anal-probe",1
"CARTMAN","Shut up, you guys.","cartman-gets-an-anal-probe",1
"KYLE","(Pulling Kenny's head off) He's DEAD, Cartman.","cartman-gets-an-anal-probe",1
"CARTMAN","GOD DAMMIT I DIDN'T HAVE AN ANAL PROBE!!!","cartman-gets-an-anal-probe",1
"CARTMAN","Screw you guys, I'm going home!","cartman-gets-an-anal-probe",1
"KYLE","Go on and go home you Fat Chicken!","cartman-gets-an-anal-probe",1
"KYLE","You're all I have left, Stan.","cartman-gets-an-anal-probe",1
"STAN","Sorry dude, I gotta go meet Wendy Testaburger.","cartman-gets-an-anal-probe",1
"KYLE","You can't! Poor Ike must be so scared... Up there all alone... You gotta help me dude!","cartman-gets-an-anal-probe",1
"STAN","Dude, like Chef says, I gotta get a piece of loving while the gettin's hot.","cartman-gets-an-anal-probe",1
"KYLE","Rats!","cartman-gets-an-anal-probe",1
"MRS. CARTMAN","Hello Eric.","cartman-gets-an-anal-probe",1
"CARTMAN","Hi Mom.","cartman-gets-an-anal-probe",1
"MRS. CARTMAN","How are you doing?","cartman-gets-an-anal-probe",1
"CARTMAN","Well, I'm pissed off.","cartman-gets-an-anal-probe",1
"MRS. CARTMAN","Here, I made you powder doughnut pancake surprise.","cartman-gets-an-anal-probe",1
"CARTMAN","I don't want powder doughnut pancake surprise! All the kids at school call me fat!","cartman-gets-an-anal-probe",1
"MRS. CARTMAN","You're not fat, you're big boned.","cartman-gets-an-anal-probe",1
"CARTMAN","That's what I said.","cartman-gets-an-anal-probe",1
"MRS. CARTMAN","You can have an eency weency bit can't you?","cartman-gets-an-anal-probe",1
"CARTMAN","NO!","cartman-gets-an-anal-probe",1
"MRS. CARTMAN","Just a weency eency woo woo.","cartman-gets-an-anal-probe",1
"CARTMAN","NO leave me alone mom!","cartman-gets-an-anal-probe",1
"MRS. CARTMAN","How about a nice chocolate chicken potpie, then?","cartman-gets-an-anal-probe",1
"CARTMAN","What? Well that does sound pretty good.","cartman-gets-an-anal-probe",1
"CARTMAN","Uh, Mom?","cartman-gets-an-anal-probe",1
"MRS. CARTMAN","Yes, hon?","cartman-gets-an-anal-probe",1
"CARTMAN","If anybody calls or comes over - I'm not here, okay?","cartman-gets-an-anal-probe",1
"MRS. CARTMAN","Sure, hon. You want some Cheesy Poofs too?","cartman-gets-an-anal-probe",1
"CARTMAN","Yea I want Cheesy Poofs!","cartman-gets-an-anal-probe",1
"KYLE","Well, looks like she's not gonna show up, Stan. Let's go look for the visitors now.","cartman-gets-an-anal-probe",1
"STAN","But her note said she'd be here!","cartman-gets-an-anal-probe",1
"WENDY","Hi Stan.","cartman-gets-an-anal-probe",1
"WENDY","Ew!","cartman-gets-an-anal-probe",1
"KYLE","You can't talk to Stan, Wendy, he throws up when you do.","cartman-gets-an-anal-probe",1
"WENDY","But why Stan?","cartman-gets-an-anal-probe",1
"WENDY","Eww!","cartman-gets-an-anal-probe",1
"KYLE","Look, could you guys just get down to business so we can go find my little brother?","cartman-gets-an-anal-probe",1
"WENDY","Huh?","cartman-gets-an-anal-probe",1
"KYLE","Just make sweet love down by the fire.","cartman-gets-an-anal-probe",1
"WENDY","What happened to your little brother?","cartman-gets-an-anal-probe",1
"TV REPORTER","As the reports of UFO sightings increase, more mysterious crop-circle patterns are appearing in fields all around South Park. These crop circles, when viewed from above, form strange patterns...","cartman-gets-an-anal-probe",1
"CARTMAN","Hey, that kinda looks like... Tom Selleck.","cartman-gets-an-anal-probe",1
"CARTMAN","No Kitty... This is MY pot-pie.","cartman-gets-an-anal-probe",1
"CARTMAN","No kitty! Bad Kitty!!  No Kitty, this is MY pot pie!!! MOMM!!! Kitty's being a dildo!!","cartman-gets-an-anal-probe",1
"CARTMAN","What?","cartman-gets-an-anal-probe",1
"KYLE","...And now I have to go home without him and my parents are going to have me killed!","cartman-gets-an-anal-probe",1
"WENDY","Well, why don't you go get the fat kid?","cartman-gets-an-anal-probe",1
"KYLE","Why?","cartman-gets-an-anal-probe",1
"WENDY","Well if the fat kid has something implanted in his ass, maybe the visitors are using him as part of their plan. You should use the fat kid as bait to bring them back.","cartman-gets-an-anal-probe",1
"KYLE","Hey, you're right Wendy! C'mon Stan, We have to go get Cartman!","cartman-gets-an-anal-probe",1
"WENDY","C'mon Stan!","cartman-gets-an-anal-probe",1
"WENDY","Ewwww!","cartman-gets-an-anal-probe",1
"STAN","Hey wait, when do I get to make sweet love?","cartman-gets-an-anal-probe",1
"CARTMAN","No Kitty!! You can't have any!!","cartman-gets-an-anal-probe",1
"CARTMAN","NO KITTY! THIS IS MY POT-PIE! BAD KITTY!!","cartman-gets-an-anal-probe",1
"CARTMAN","Oh, excuse me, kitty.","cartman-gets-an-anal-probe",1
"MRS. CARTMAN","Eric, look who's here!","cartman-gets-an-anal-probe",1
"CARTMAN","Dude, WEAK mom!","cartman-gets-an-anal-probe",1
"KYLE","Come on, Eric, we're going to go play at the bus stop.","cartman-gets-an-anal-probe",1
"CARTMAN","Can't- My mom says-","cartman-gets-an-anal-probe",1
"MRS. CARTMAN","That's okay, Eric. I think you need to spend time with your little friends.","cartman-gets-an-anal-probe",1
"CARTMAN","But mom, I don't want to spend time with my little friends.","cartman-gets-an-anal-probe",1
"MRS. CARTMAN","Don't be difficult, Eric. Now you go out and play in the fun snow.","cartman-gets-an-anal-probe",1
"CARTMAN","God Dammit!","cartman-gets-an-anal-probe",1
"CARTMAN","(EXTREMELY NERVOUS) You guys, I have to get home.","cartman-gets-an-anal-probe",1
"STAN","Don't be such a fraidy cat, Cartman! This rope will make sure they can't take you on board again.","cartman-gets-an-anal-probe",1
"CARTMAN","Oh man, this sucks.","cartman-gets-an-anal-probe",1
"KYLE","How come the visitors aren't coming for him?","cartman-gets-an-anal-probe",1
"STAN","I think we need to signal the them somehow.","cartman-gets-an-anal-probe",1
"CARTMAN","OWWWWW!","cartman-gets-an-anal-probe",1
"WENDY","Hey, he's like rudolph!","cartman-gets-an-anal-probe",1
"KYLE","Yeah all you have to do is fart some more, Cartman, and the visitors are sure to come.","cartman-gets-an-anal-probe",1
"CARTMAN","Really? Uhh.. I don't think I have to fart anymore tonight.","cartman-gets-an-anal-probe",1
"KYLE","Sure you do!","cartman-gets-an-anal-probe",1
"STAN","Come on, Cartman! Fart!","cartman-gets-an-anal-probe",1
"CARTMAN","I don't wanna...","cartman-gets-an-anal-probe",1
"STAN","He can't hold it in forever.","cartman-gets-an-anal-probe",1
"KYLE","Fart Damn you!","cartman-gets-an-anal-probe",1
"CARTMAN","Okay!! That does it!!! Now listen! Why is it that everything today has involved things either going in or coming out of MY ASS?! I'm sick of it!  It's completely immature!!!","cartman-gets-an-anal-probe",1
"STAN","Hey! It's happening again!","cartman-gets-an-anal-probe",1
"KYLE","Woa! Look at that!","cartman-gets-an-anal-probe",1
"STAN","Now do you believe us Cartman?!","cartman-gets-an-anal-probe",1
"CARTMAN","You guys can't scare me! I know you're making it all up!","cartman-gets-an-anal-probe",1
"STAN","Cartman!  There's an eighty-foot satellite dish sticking out of your ass!","cartman-gets-an-anal-probe",1
"CARTMAN","Sure you guys, whatever.","cartman-gets-an-anal-probe",1
"EXT. OUTER SPACE"," EXT. OUTER SPACE","cartman-gets-an-anal-probe",1
"CHEF","Oh, boy! The aliens are going to make first contact!","cartman-gets-an-anal-probe",1
"CHEF","(Shouting) Hey, down here! We are ready for your wisdom! (Checking his watch) And you only got twenty minutes before Sanford and Son is on!","cartman-gets-an-anal-probe",1
"CARTMAN","YOU GUYS! I AM SERIOUSLY GETTING PISSED OFF RIGHT NOW! I KNOW THERE'S NO SUCH THING AS ALIENS!!","cartman-gets-an-anal-probe",1
"CARTMAN","OH, GOD DAMMIT!!","cartman-gets-an-anal-probe",1
"MR. GARRISON","What the? I tell you, there is some crazy stuff going on in this town.","cartman-gets-an-anal-probe",1
"MR. HAT","You can say that again, Mr. Garrison.","cartman-gets-an-anal-probe",1
"KYLE","Come down here you stinkin' aliens!","cartman-gets-an-anal-probe",1
"STAN","Go on, Kyle, ask them for your little brother back...","cartman-gets-an-anal-probe",1
"KYLE","(Tenderly) V-Visitors...  This morning you took my brother, Ike.  He's the little freckled kid that looks like a football...","cartman-gets-an-anal-probe",1
"KYLE","At first I was happy you took him away... But I've learned something today; that having a little brother is a pretty special thing.","cartman-gets-an-anal-probe",1
"STAN","Yeah...","cartman-gets-an-anal-probe",1
